SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,SYMBOL_STATUS,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0004231,Bidaminna,Bidaminna,Mine,Openpit,Proposed,J01642,Bidaminna - North Perth Basin,115.600144,-31.096806,366490,6558827,50,HM Ilm Leu Zrn Rt Grt St Mnz,Speciality metal,HEAVY MINERAL SANDS,Bidaminna - North Perth Basin HM Grt,Y,HM Ilm Leu Zrn Rt Grt St Mnz,Y,SPME,P,Major Projects,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20260515
S0022977,Centauri 1 Power,Centauri 1 Power Station,Infrastructure,Power Plant,Proposed,J03358,Centauri 1 Power,115.021114,-29.268547,307736,6760636,50,Power,Energy,OTHER,Centauri Power,N,,Y,ENPL,P,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beharra Springs Terrace,20260515
S0236948,Arrowsmith North,Arrowsmith North,Mine,Openpit,Proposed,J05434,Arrowsmith North Silica Sand / VRX Silica,115.110385,-29.512872,316850,6733701,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,Arrowsmith North Sisd,N,,Y,INMI,P,Major Projects,Public,1938,ARROWSMITH,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beharra Springs Terrace,20260515
S0237620,Beharra Silica Sand,Beharra Silica Sand,Deposit,Unspecified,Undeveloped,J05540,Beharra Silica Sand,115.111296,-29.426209,316782,6743308,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,Beharra Sisd,Y,Sisd Sd,Y,INMI,P,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beharra Springs Terrace,20260515
S0229822,Premier Pit 1 Deep,Premier Coal Pit 1 Deep,Mine,Openpit,Operating,J01095,Collie / Premier,116.300011,-33.386265,434896,6305671,50,Coal Char Shale,Energy,COAL,Collie Premier,Y,Coal Char Shale,Y,ENMI,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20260515
S0005724,Ewington 2,Ewington 2,Mine,Openpit,Operating,J01096,Collie / Lanco,116.259853,-33.35459,431136,6309157,50,Coal,Energy,COAL,Collie Lanco,Y,Coal,Y,ENMI,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20260515
S0020172,Cataby Pit 2,Cataby Pit 2,Mine,Openpit,Care and Maintenance,J00478,Cataby / Iluka,115.56731,-30.798576,362933,6591843,50,HM Ilm Zrn Rt Leu Grt St Mnz IlmRt-syn,Speciality metal,HEAVY MINERAL SANDS,Cataby HM Grt,Y,HM Ilm Zrn Rt Leu Grt St Mnz IlmRt-syn,Y,SPME,O,Major Projects,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20260515
S0031074,Cooljarloo 20500,Cooljarloo 20500,Mine,Openpit,Operating,J00485,Cooljarloo / Tronox,115.360692,-30.593292,342831,6614326,50,HM Ilm Zrn Leu Rt Mnz St Slimes,Speciality metal,HEAVY MINERAL SANDS,Cooljarloo HM,Y,HM Ilm Zrn Leu Rt Mnz St Slimes,Y,SPME,O,Major Projects,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20260515
S0020343,Jingemia,Jingemia,Infrastructure,Handling-loading-storage,Operating,J02752,Jingemia Petroleum,114.989572,-29.338923,304805,6752784,50,Crudeoil,Other (MINEDEX non-minerals),PETROLEUM,Jingemia,N,,Y,PPPL,O,Major Projects,Public,1839,DONGARA,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dongara Terrace,20260515
S0233684,Berth 5 / Southern Ports Authority,Bunbury Port Berth 5 / Southern Ports Authority,Infrastructure,Port,Operating,J02521,Bunbury Port / Southern Ports Authority,115.660829,-33.324265,375355,6311964,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Bunbury,N,,Y,PORT,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"BUNBURY, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0001570,Picton Dry,Picton Dry Plant,Infrastructure,Processing Plant,Operating,J02560,Dardanup / Doral,115.702312,-33.351648,379254,6308976,50,HM,Speciality metal,HEAVY MINERAL SANDS,Doral mineral separation plant,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"BUNBURY, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0001573,North Shore MSP / Tronox,North Shore MSP / Tronox,Infrastructure,Processing Plant,Operating,J01034,Bunbury Area Operations / Tronox,115.65409,-33.320318,374722,6312393,50,HM,Speciality metal,HEAVY MINERAL SANDS,Tronox mineral separation plant,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"BUNBURY, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0001917,Kemerton Silicon Smelter,Kemerton Silicon Smelter,Infrastructure,Processing Plant,Operating,J00918,Kemerton Silicon / Simcoa,115.748409,-33.220137,383369,6323610,50,Si,Industrial mineral,SILICA - SILICA SAND,Silicon smelter,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0002638,Kemerton TiO2 Pigment / Tronox,Kemerton TiO2 Pigment Plant / Tronox,Infrastructure,Processing Plant,Operating,J01208,Kemerton TiO2 Pigment Plant,115.756511,-33.217638,384120,6323896,50,TiO2,Speciality metal,HEAVY MINERAL SANDS,Titanium Pigment Plant,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0236200,Lithium Plant/Albemarle,Kemerton Lithium Hydroxide Plant / Albemarle,Infrastructure,Processing Plant,Care and Maintenance,J04090,Greenbushes Lithium,115.762011,-33.203986,384615,6325416,50,Li,Speciality metal,TIN - TANTALUM - LITHIUM,Lithium hydroxide plant,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0022534,Yalyalup/Doral,Yalyalup / Doral,Mine,Openpit,Operating,J04330,Yalyalup - Yoongarillup / Doral,115.468721,-33.694527,358078,6270661,50,HM Leu Ilm Zrn Rt,Speciality metal,HEAVY MINERAL SANDS,Yalyalup HM,Y,HM Leu Ilm Zrn Rt,Y,SPME,O,Major Projects,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0019399,Kemerton Chlor Alkali Plant/Coogee Chemicals,Kemerton Chlor Alkali Plant / Coogee Chemicals,Infrastructure,Processing Plant,Operating,J02590,Kemerton Chlor Alkali / Coogee Chemicals,115.759209,-33.217679,384372,6323895,50,ChlorAlka,Other (MINEDEX non-minerals),CHEMICALS,Chlor Alkali Plant,N,,Y,MIPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0001488,Wonnerup North,Wonnerup North,Mine,Openpit,Operating,J01034,Bunbury Area Operations / Tronox,115.474053,-33.646695,358494,6275972,50,HM Ilm Zrn Leu Mnz,Speciality metal,HEAVY MINERAL SANDS,Bunbury Operations HM,Y,HM Ilm Zrn Leu Mnz,Y,SPME,O,Major Projects,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0246460,Kemerton SIA,Kemerton Strategic Industrial Area,Infrastructure,Other,Operating,J07069,Kemerton Strategic Industrial Area,115.749334,-33.209154,383440,6324829,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Kemerton,N,,Y,,,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20260515
S0226111,Greenough River Solar Farm,Greenough River Solar Farm,Infrastructure,Power Plant,Operating,J04147,Greenough River Solar Farm,115.111465,-28.904159,315869,6801166,50,Power,Energy,OTHER,Greenough River Solar Farm,N,,Y,ENPL,O,Major Projects,Public,1940,INDARRA,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Bookara Shelf,20260515
S0001459,Pod E,Sorby Pod D-E,Mine,Openpit,Proposed,J00673,Sorby Hills,128.980883,-15.452699,497949,8291602,52,Pb Zn Ag,Base metal,COPPER - LEAD - ZINC,Sorby Hills Pb Zn Ag,Y,Pb Zn Ag,Y,BAME,P,Major Projects,Public,4667,CARLTON,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Burt Range Shelf,20260515
S0224624,Collgar Wind Farm,Collgar Wind Farm,Infrastructure,Power Plant,Operating,J03872,Collgar Wind Farm,118.481001,-31.573614,640539,6505873,50,Power,Energy,OTHER,Collgar Wind Farm,N,,Y,ENPL,O,Major Projects,Public,2534,BRUCE ROCK,SH50-15,KELLERBERRIN,"MERREDIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0229604,Cammi's Creek,Cammi's Creek,Mine,Openpit,Care and Maintenance,J04253,Jaurdi - Cammi's Creek,120.939397,-30.730686,302711,6598431,51,Au Ag,Precious metal,GOLD,Jaurdi - Cammi's Creek,N,,Y,PRME,C,Major Projects,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Yilgarn Craton granites,20260515
S0229922,Murrin Murrin East Calcrete,Murrin Murrin East Calcrete,Mine,Openpit,Operating,J02291,Mt Zephyr Calcrete,122.139405,-28.487998,415767,6848436,51,Cali CaO Lst Lsd,Industrial mineral,LIMESTONE - LIMESAND,Mt Zephyr,Y,Cali CaO Lst Lsd,Y,INMI,O,Major Projects,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Yilgarn Craton granites,20260515
S0230634,Flat Rock Wind Farm,Flat Rock Wind Farm,Infrastructure,Power Plant,Operating,J04422,Flat Rocks Wind Farm,117.344149,-33.963794,531795,6241805,50,Power,Energy,OTHER,Flat Rock Wind Farm,N,,Y,ENPL,O,Major Projects,Public,2330,KOJONUP,SI50-07,DUMBLEYUNG,"BROOMEHILL-TAMBELLUP, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0232417,Bindi,Bindi,Deposit,Unspecified,Undeveloped,J03961,Caravel Copper,116.618928,-30.968715,463609,6573803,50,Cu Mo Ag Au,Base metal,COPPER - LEAD - ZINC,Caravel Cu Mo Ag Au,Y,Cu Mo Ag Au,Y,BAME,P,Major Projects,Public,2236,WONGAN,SH50-10,MOORA,"WONGAN-BALLIDU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0234027,Lake Wells Central/AP,Lake Wells Central Potash / AP,Deposit,Unspecified,Undeveloped,J04813,Lake Wells Potash / Australian Potash,123.004514,-27.251075,500447,6985755,51,K K2SO4,Industrial mineral,POTASH,Lake Wells Potash,Y,K K2SO4,Y,INMI,P,Major Projects,Public,3543,STRAWBRIDGE,SG51-15,THROSSELL,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yilgarn Craton granites,20260515
S0000008,Jinkas,Jinkas - Central Zone,Deposit,Unspecified,Undeveloped,J00007,Katanning Gold,117.908152,-33.543356,584313,6288105,50,Au Ag,Precious metal,GOLD,Katanning Gold,N,,Y,PRME,P,Major Projects,Public,2430,KATANNING,SI50-07,DUMBLEYUNG,"KATANNING, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0000671,Million Dollar North,Million Dollar North,Mine,Openpit,Operating,J00094,Porphyry - Northern Operations,122.285985,-29.799041,430996,6703268,51,Au Ag,Precious metal,GOLD,Porphyry - Northern Operations,N,,Y,PRME,O,Major Projects,Public,3338,EDJUDINA,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Yilgarn Craton granites,20260515
S0000770,Edna May,Edna May - Westonia,Mine,Openpit,Care and Maintenance,J00357,Edna May - Westonia,118.698549,-31.290245,661672,6536986,50,Au Ag,Precious metal,GOLD,Edna May - Westonia,N,,Y,PRME,C,Major Projects,Public,2635,WESTONIA,SH50-16,SOUTHERN CROSS,"WESTONIA, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Yilgarn Craton granites,20260515
S0001689,Kambalda,Kambalda Concentrator,Infrastructure,Processing Plant,Care and Maintenance,J00551,Kambalda / BHP,121.668731,-31.189241,373155,6548662,51,Ni Ag Co Pd Cu Pt,Steel alloy metal,NICKEL,Kambalda nickel concentrator,N,,Y,MIPL,C,Major Projects,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260515
S0001727,Worsley Refinery,Worsley Alumina Refinery,Infrastructure,Processing Plant,Operating,J00776,Worsley,116.070204,-33.239367,413376,6321791,50,Al2O3Bayer,Alumina,BAUXITE - ALUMINA,Worsley aumina refinery,N,,Y,MIPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0001866,Lake Deborah East Pond,Lake Deborah East Pond,Mine,Pond,Operating,J00872,Lake Deborah East Salt,119.402593,-30.669485,730186,6604564,50,Salt,Industrial mineral,SALT,Lake Deborah Salt,Y,Salt,Y,INMI,O,Major Projects,Public,2736,BULLFINCH,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Yilgarn Craton granites,20260515
S0002384,Gault,Gault,Mine,Openpit,Care and Maintenance,J01073,Tampia,118.451708,-32.162337,636885,6440646,50,Au Ag,Precious metal,GOLD,Tampia,N,,Y,PRME,C,Major Projects,Public,2533,NAREMBEEN,SI50-03,CORRIGIN,"NAREMBEEN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0005019,Jones Find North,Jones Find North,Deposit,Unspecified,Undeveloped,J03356,South Three - Kal East,121.950554,-30.894652,399701,6581601,51,Au Ag,Precious metal,GOLD,South Three Kal East,N,,Y,PRME,P,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Yilgarn Craton granites,20260515
S0005315,Gilbeys,Gilbeys - Dalgaranga,Mine,Openpit,Under Development,J02013,Dalgaranga - Gilbeys,117.265236,-27.846227,526116,6919803,50,Au Ag,Precious metal,GOLD,Dalgaranga - Gilbeys,N,,Y,PRME,U,Major Projects,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20260515
S0005625,Rowe's Find,Rowe's Find,Deposit,Unspecified,Undeveloped,J02127,Rowes Find - Kal East Gold Project,122.83849,-30.840877,484556,6588021,51,Au Ag,Precious metal,GOLD,Rowes Find,N,,Y,PRME,P,Major Projects,Public,3436,ROE,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Yilgarn Craton granites,20260515
S0006416,Federal,Federal,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.41331,-30.412607,347594,6634425,51,Au Ag,Precious metal,GOLD,Paddington - Mt Pleasant,N,,Y,PRME,O,Major Projects,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20260515
S0006651,Zone 124,Plutonic Zone 124,Mine,Decline,Operating,J00417,Plutonic Gold,119.442309,-25.301946,745894,7199377,50,Au Ag,Precious metal,GOLD,Plutonic,N,,Y,PRME,O,Major Projects,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20260515
S0019358,Muja Power,Muja Power Plant,Infrastructure,Power Plant,Operating,J02577,Collie Power,116.306308,-33.446576,435525,6298989,50,Power,Energy,OTHER,Muja Power Plant,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Yilgarn Craton granites,20260515
S0020380,UG Portal,Wallaby Underground,Mine,Decline,Operating,J00134,Granny Smith,122.305127,-28.852129,432222,6808199,51,Au Ag,Precious metal,GOLD,Granny Smith,N,,Y,PRME,O,Major Projects,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yilgarn Craton granites,20260515
S0020489,Meckering Kaolin/Altech,Meckering Kaolin / Altech,Mine,Openpit,Proposed,J03086,Meckering Kaolin / Altech,117.060851,-31.684731,505767,6494507,50,Kln,Industrial mineral,CLAYS,Meckering Kln,Y,Kln,Y,INMI,P,Major Projects,Public,2334,CUNDERDIN,SH50-15,KELLERBERRIN,"CUNDERDIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0240281,Solar Farm,Kathleen Valley Solar Farm,Infrastructure,Power Plant,Operating,J04902,Kathleen Valley Lithium,120.547895,-27.460086,257669,6960212,51,Power Li,Energy,OTHER,Kathleen Valley Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton granites,20260515
S0240463,Collie Graphite Hub,Collie Graphite Hub,Infrastructure,Processing Plant,Under Development,J05975,Collie Graphite Hub,116.14415,-33.342847,420359,6310377,50,Gr,Industrial mineral,GRAPHITE,Collie graphite plant,Y,Gr,Y,MIPL,U,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Yilgarn Craton granites,20260515
S0237193,Cadoux Kaolin / CCM,Cadoux Kaolin / CCM,Mine,Openpit,Proposed,J05480,Cadoux Kaolin / Cadoux Limited,117.195783,-30.677547,518753,6606116,50,Kln Al2O3,Industrial mineral,CLAYS,Cadoux Kln HPA,Y,Kln Al2O3,Y,INMI,P,Major Projects,Public,2336,KOORDA,SH50-11,BENCUBBIN,"WONGAN-BALLIDU, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0241578,Pit C,Pit C,Mine,Openpit,Operating,J05005,Symes Find / Mt Hampton,119.065279,-31.831781,695451,6476351,50,Au,Precious metal,GOLD,Symes Find,N,,Y,PRME,O,Major Projects,Public,2734,HOLLETON,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Yilgarn Craton granites,20260515
S0241872,West Lake Hope / Playa One,West Lake Hope / Playa One,Deposit,Unspecified,Undeveloped,J06169,Lake Hope / Impact Minerals,120.269041,-32.42473,243201,6409202,51,Kln Al2O3 K2O,Industrial mineral,CLAYS,Lake Hope Kln HPA,Y,Kln Al2O3 K2O,Y,INMI,P,Major Projects,Public,2933,ROUNDTOP,SI51-01,LAKE JOHNSTON,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Yilgarn Craton granites,20260515
S0241912,Wonder Underground,Wonder Underground,Mine,Decline,Operating,J05074,Bundarra / Bligh,121.181529,-28.340669,321752,6863715,51,Au Ag,Precious metal,GOLD,Bundarra,N,,Y,PRME,O,Major Projects,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Yilgarn Craton granites,20260515
S0242252,Wind Farm,Kathleen Valley Wind Farm,Infrastructure,Power Plant,Operating,J04902,Kathleen Valley Lithium,120.521817,-27.474931,255123,6958516,51,Power,Energy,OTHER,Kathleen Valley Wind Farm,N,,Y,ENPL,O,Major Projects,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton granites,20260515
S0243411,Solar Farm,Bellevue Solar Farm,Infrastructure,Power Plant,Operating,J04770,Bellevue,120.541689,-27.58927,257339,6945883,51,Power,Energy,OTHER,Bellevue Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton granites,20260515
S0246300,Refinery Power Plant,Worsley Refinery Power Plant,Infrastructure,Power Plant,Operating,J00776,Worsley,116.068705,-33.235176,413233,6322256,50,Power Al2O3Bayer,Energy,OTHER,Worsley Refinery Power Plant,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0246760,Collie-Williams Rd Lot 100 PV Farm / Enpowered,Collie-Williams Rd Palmer Lot 100 BEES PV Farm / Enpowered,Infrastructure,Power Plant,Proposed,J07118,Collie Solar PV and Battery Storage System / Enpowered,116.2865,-33.2951,433569,6315770,50,Power,Energy,OTHER,Collie Enpowered BEES Farm,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0246762,Collie-Williams Rd Lot 784 785 and 775 Battery / Neoen,Collie-Williams Rd Palmer Lot 784 785 and 775 Collie Battery / Neoen,Infrastructure,Power Plant,Operating,J07120,Collie Battery / Neoen,116.2914,-33.3113,434038,6313977,50,Power,Energy,OTHER,Collie-Williams Rd Palmer Lot 784 785 and 775 Collie Battery / Neoen,N,,Y,ENPL,O,Major Projects,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20260515
S0246912,Mungari Strategic Industrial Area,Mungari Strategic Industrial Area,Infrastructure,Other,Proposed,J07143,Mungari Strategic Industrial Area,121.256766,-30.85469,333316,6585201,51,UN,Other (MINEDEX non-minerals),UNASSIGNED,Mungari,N,,Y,,,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20260515
S0022195,Jack Hills,Jack Hills - Saddle,Mine,Openpit,Care and Maintenance,J03040,Jack Hills,117.24101,-26.054556,524108,7118251,50,Fe Mag Hem,Iron,IRON ORE,Jack Hills Mag,Y,Fe Mag Hem,Y,IRON,C,Major Projects,Public,2345,MILEURA,SG50-11,BELELE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",20,CUE,Narryer Terrane,20260515
S0241967,Mt Gould Scree 1,Mt Gould Scree 1,Mine,Openpit,Operating,J03454,Mt Gould Iron,117.333837,-25.79861,533466,7146575,50,Fe Hem Mn TiO2,Iron,IRON ORE,Mt Gould,N,,Y,IRON,O,Major Projects,Public,2346,GOULD,SG50-07,ROBINSON RANGE,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Narryer Terrane,20260515
S0229634,Nova,Nova - Bollinger Underground,Mine,Decline,Operating,J04167,Nova-Bollinger,123.192423,-31.819872,518211,6479514,51,Ni Cu Co,Steel alloy metal,NICKEL,Nova–Bollinger Ni Cu Co,Y,Ni Cu Co,Y,STAM,O,Major Projects,Public,3534,SYMONS HILL,SH51-15,ZANTHUS,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Fraser Zone,20260515
S0233293,Solar Farm,Nova Solar Farm,Infrastructure,Power Plant,Operating,J04167,Nova-Bollinger,123.191759,-31.839034,518144,6477390,51,Ni Cu Co,Steel alloy metal,NICKEL,Nova Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3534,SYMONS HILL,SH51-15,ZANTHUS,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Fraser Zone,20260515
S0004394,Esperance Port,Esperance Port Authority,Infrastructure,Port,Operating,J01675,Esperance Port Authority,121.899813,-33.874536,398248,6251210,51,UN,Other (MINEDEX non-minerals),UNASSIGNED,Esperance,N,,Y,PORT,O,Major Projects,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Recherche Supersuite,20260515
S0020155,Esperance Power,Esperance Gas-Fired Power Station,Infrastructure,Power Plant,Operating,J02718,Esperance Power,121.899813,-33.876245,398250,6251021,51,Power,Energy,OTHER,Esperance Power,N,,Y,ENPL,O,Major Projects,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Recherche Supersuite,20260515
